name,version,filename,python_version
pymultinest,2.10,pymultinest-2.10-py2.py3-none-any.whl,2.7
pantsbuild.pants.testutil,2.2.0rc0,pantsbuild.pants.testutil-2.2.0rc0-py37.py38-none-any.whl,py37.py38
dbxfs,1.0.48,dbxfs-1.0.48-py2-none-any.whl,py2
GooCalendar,0.7.1,GooCalendar-0.7.1-py2-none-any.whl,py2
pantsbuild.pants.contrib.go,1.29.0rc1,pantsbuild.pants.contrib.go-1.29.0rc1-py36.py37.py38-none-any.whl,py36.py37.py38
progressbar2,3.51.0,progressbar2-3.51.0-py2.py3-none-any.whl,2.7
pantsbuild.pants.contrib.go,1.30.0.dev0,pantsbuild.pants.contrib.go-1.30.0.dev0-py36.py37.py38-none-any.whl,py36.py37.py38
you-get,0.4.1500,you_get-0.4.1500-py3-none-any.whl,3.7
pantsbuild.pants.contrib.mypy,1.30.2,pantsbuild.pants.contrib.mypy-1.30.2-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.contrib.scrooge,1.29.0rc0,pantsbuild.pants.contrib.scrooge-1.29.0rc0-py36.py37.py38-none-any.whl,py36.py37.py38
pyibex,1.9.2,pyibex-1.9.2-cp34-cp34m-win32.whl,cp34
django-evolution,2.1,django_evolution-2.1-py3.6.egg,3.6
libusb1,1.9,libusb1-1.9-py2-none-win_amd64.whl,py2
pantsbuild.pants.contrib.mypy,1.30.2rc3,pantsbuild.pants.contrib.mypy-1.30.2rc3-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.contrib.mypy,1.30.1rc0,pantsbuild.pants.contrib.mypy-1.30.1rc0-py36.py37.py38-none-any.whl,py36.py37.py38
hearthstone_data,45310.1,hearthstone_data-45310.1-py2.py3-none-any.whl,2.7
beanbag-docutils,1.7.1,beanbag_docutils-1.7.1-py2-none-any.whl,py2
appdynamics-bindeps-linux-x64,20.9.0,appdynamics_bindeps_linux_x64-20.9.0-cp34-none-any.whl,cp34
ddalg,0.0.3.post0,ddalg-0.0.3.post0-py3.6.egg,3.6
pantsbuild.pants.testutil,1.30.2rc0,pantsbuild.pants.testutil-1.30.2rc0-py36.py37.py38-none-any.whl,py36.py37.py38
userspacefs,2.0.0,userspacefs-2.0.0-py2-none-any.whl,py2
pantsbuild.pants.contrib.confluence,1.30.0,pantsbuild.pants.contrib.confluence-1.30.0-py36.py37.py38-none-any.whl,py36.py37.py38
matplotlib,3.3.3,matplotlib-3.3.3-pp36-pypy36_pp73-macosx_10_9_x86_64.whl,pp36
pantsbuild.pants.testutil,2.0.0b0,pantsbuild.pants.testutil-2.0.0b0-py36.py37.py38-none-any.whl,py36.py37.py38
RBTools,1.0.3,RBTools-1.0.3-py3.5.egg,3.5
ddalg,0.0.2,ddalg-0.0.2-py3.6.egg,3.6
pantsbuild.pants.contrib.node,1.30.0,pantsbuild.pants.contrib.node-1.30.0-py36.py37.py38-none-any.whl,py36.py37.py38
libusb1,1.8.1,libusb1-1.8.1-py2-none-any.whl,py2
pantsbuild.pants.testutil,1.30.0,pantsbuild.pants.testutil-1.30.0-py36.py37.py38-none-any.whl,py36.py37.py38
hearthstone_data,45932.1,hearthstone_data-45932.1-py2.py3-none-any.whl,2.7
ddgen,0.0.9.post1,ddgen-0.0.9.post1-py3.6.egg,3.6
vt_police_tools,2020.8,vt_police_tools-2020.8-py3-none-any.whl,3.7
hearthstone_data,47374.1,hearthstone_data-47374.1-py2.py3-none-any.whl,2.7
pantsbuild.pants.contrib.python.checks,1.29.0,pantsbuild.pants.contrib.python.checks-1.29.0-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.contrib.go,1.29.0rc2,pantsbuild.pants.contrib.go-1.29.0rc2-py36.py37.py38-none-any.whl,py36.py37.py38
appdynamics-bindeps-linux-x64,11.0,appdynamics_bindeps_linux_x64-11.0-cp34-none-any.whl,cp34
pantsbuild.pants.testutil,2.0.0.dev5,pantsbuild.pants.testutil-2.0.0.dev5-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.contrib.confluence,1.29.0.dev1,pantsbuild.pants.contrib.confluence-1.29.0.dev1-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.contrib.confluence,1.29.0rc2,pantsbuild.pants.contrib.confluence-1.29.0rc2-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.contrib.mypy,1.29.0rc4,pantsbuild.pants.contrib.mypy-1.29.0rc4-py36.py37.py38-none-any.whl,py36.py37.py38
django-evolution,2.1,django_evolution-2.1-py3.9.egg,3.9
pantsbuild.pants.contrib.mypy,1.30.1rc1,pantsbuild.pants.contrib.mypy-1.30.1rc1-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.testutil,2.0.0,pantsbuild.pants.testutil-2.0.0-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.contrib.go,1.30.0,pantsbuild.pants.contrib.go-1.30.0-py36.py37.py38-none-any.whl,py36.py37.py38
ReviewBoard,3.0.19,ReviewBoard-3.0.19-py2-none-any.whl,py2
hdf5plugin,2.3.2,hdf5plugin-2.3.2-py2-none-win_amd64.whl,py2
minio,6.0.1,minio-6.0.1-py3.6.egg,3.6
progressbar2,3.51.3,progressbar2-3.51.3-py2.py3-none-any.whl,2.7
django-evolution,2.0,django_evolution-2.0-py3.6.egg,3.6
invoke,1.5.0,invoke-1.5.0-py2-none-any.whl,py2
python-debian,0.1.39,python_debian-0.1.39-py3.7.egg,3.7
pantsbuild.pants.contrib.codeanalysis,1.29.0,pantsbuild.pants.contrib.codeanalysis-1.29.0-py36.py37.py38-none-any.whl,py36.py37.py38
python-debian,0.1.37,python_debian-0.1.37-py3.7.egg,3.7
pantsbuild.pants.contrib.node,1.29.0rc4,pantsbuild.pants.contrib.node-1.29.0rc4-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.contrib.mypy,1.30.2rc1,pantsbuild.pants.contrib.mypy-1.30.2rc1-py36.py37.py38-none-any.whl,py36.py37.py38
ubelt,0.9.1,ubelt-0.9.1-py2-none-any.whl,py2
RBTools,2.0,RBTools-2.0-py3.9.egg,3.9
pantsbuild.pants.contrib.go,1.30.2,pantsbuild.pants.contrib.go-1.30.2-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.testutil,1.29.0rc1,pantsbuild.pants.testutil-1.29.0rc1-py36.py37.py38-none-any.whl,py36.py37.py38
appdynamics-bindeps-linux-x86,20.9.0,appdynamics_bindeps_linux_x86-20.9.0-cp34-none-any.whl,cp34
userspacefs,2.0.1,userspacefs-2.0.1-py2-none-any.whl,py2
pantsbuild.pants.contrib.confluence,1.30.2,pantsbuild.pants.contrib.confluence-1.30.2-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.contrib.mypy,1.30.0.dev1,pantsbuild.pants.contrib.mypy-1.30.0.dev1-py36.py37.py38-none-any.whl,py36.py37.py38
libusb1,1.9.1,libusb1-1.9.1-py2-none-win_amd64.whl,py2
pantsbuild.pants.contrib.confluence,1.30.2rc1,pantsbuild.pants.contrib.confluence-1.30.2rc1-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.contrib.node,1.30.1rc2,pantsbuild.pants.contrib.node-1.30.1rc2-py36.py37.py38-none-any.whl,py36.py37.py38
dbxfs,1.0.50,dbxfs-1.0.50-py2-none-any.whl,py2
pantsbuild.pants.contrib.scrooge,1.30.0.dev1,pantsbuild.pants.contrib.scrooge-1.30.0.dev1-py36.py37.py38-none-any.whl,py36.py37.py38
kgb,5.0,kgb-5.0-py3.6.egg,3.6
pantsbuild.pants.contrib.scrooge,1.30.2,pantsbuild.pants.contrib.scrooge-1.30.2-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.contrib.confluence,1.30.1rc1,pantsbuild.pants.contrib.confluence-1.30.1rc1-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.testutil,2.0.0.dev4,pantsbuild.pants.testutil-2.0.0.dev4-py36.py37.py38-none-any.whl,py36.py37.py38
reviewbot-worker,2.0,reviewbot_worker-2.0-py2.7.egg,2.7
ddgen,0.0.10.post1,ddgen-0.0.10.post1-py3.6.egg,3.6
pantsbuild.pants.contrib.codeanalysis,1.29.0rc0,pantsbuild.pants.contrib.codeanalysis-1.29.0rc0-py36.py37.py38-none-any.whl,py36.py37.py38
python-debian,0.1.38,python_debian-0.1.38-py3.7.egg,3.7
pantsbuild.pants.contrib.mypy,1.30.0.dev0,pantsbuild.pants.contrib.mypy-1.30.0.dev0-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.contrib.go,1.30.1rc1,pantsbuild.pants.contrib.go-1.30.1rc1-py36.py37.py38-none-any.whl,py36.py37.py38
RBTools,2.0,RBTools-2.0-py2.7.egg,2.7
micro-components,0.0.1,micro_components-0.0.1-py3.7.egg,3.7
pyibex,1.8.1,pyibex-1.8.1-cp34-cp34m-win32.whl,cp34
pantsbuild.pants.contrib.go,1.30.1,pantsbuild.pants.contrib.go-1.30.1-py36.py37.py38-none-any.whl,py36.py37.py38
stacker,1.7.1,stacker-1.7.1-py3.7.egg,3.7
pantsbuild.pants.contrib.awslambda-python,1.29.0,pantsbuild.pants.contrib.awslambda_python-1.29.0-py36.py37.py38-none-any.whl,py36.py37.py38
reviewbot-extension,2.0,reviewbot_extension-2.0-py2-none-any.whl,py2
pantsbuild.pants.contrib.python.checks,1.29.0.dev1,pantsbuild.pants.contrib.python.checks-1.29.0.dev1-py36.py37.py38-none-any.whl,py36.py37.py38
threema.gateway,3.1.0,threema.gateway-3.1.0-py34.py35.py36.py37.py38-none-any.whl,py34.py35.py36.py37.py38
pantsbuild.pants.contrib.confluence,1.30.1rc0,pantsbuild.pants.contrib.confluence-1.30.1rc0-py36.py37.py38-none-any.whl,py36.py37.py38
django-evolution,2.0,django_evolution-2.0-py2.7.egg,2.7
hearthstone_data,48705.1,hearthstone_data-48705.1-py2.py3-none-any.whl,2.7
dbxfs,1.0.47,dbxfs-1.0.47-py2-none-any.whl,py2
pantsbuild.pants.contrib.mypy,1.30.0rc2,pantsbuild.pants.contrib.mypy-1.30.0rc2-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.contrib.mypy,2.0.0.dev0,pantsbuild.pants.contrib.mypy-2.0.0.dev0-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.contrib.confluence,1.29.0rc3,pantsbuild.pants.contrib.confluence-1.29.0rc3-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.testutil,2.2.0rc1,pantsbuild.pants.testutil-2.2.0rc1-py37.py38-none-any.whl,py37.py38
ddalg,0.0.2rc1,ddalg-0.0.2rc1-py3.6.egg,3.6
pantsbuild.pants.testutil,2.0.0.dev2,pantsbuild.pants.testutil-2.0.0.dev2-py36.py37.py38-none-any.whl,py36.py37.py38
hdf5plugin,2.2.0,hdf5plugin-2.2.0-py2-none-win_amd64.whl,py2
pantsbuild.pants.contrib.confluence,1.30.2rc2,pantsbuild.pants.contrib.confluence-1.30.2rc2-py36.py37.py38-none-any.whl,py36.py37.py38
ddgen,0.0.9,ddgen-0.0.9-py3.6.egg,3.6
pantsbuild.pants.contrib.node,1.30.0.dev0,pantsbuild.pants.contrib.node-1.30.0.dev0-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.testutil,1.30.0.dev0,pantsbuild.pants.testutil-1.30.0.dev0-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.testutil,1.30.1,pantsbuild.pants.testutil-1.30.1-py36.py37.py38-none-any.whl,py36.py37.py38
rcsbsearch,0.1.1.dev1,rcsbsearch-0.1.1.dev1-py3.7.egg,3.7
pyibex,1.8.1rc1,pyibex-1.8.1rc1-cp34-cp34m-win_amd64.whl,cp34
trailscraper,0.6.4,trailscraper-0.6.4-py2.py3-none-any.whl,3.7
progressbar2,3.52.1,progressbar2-3.52.1-py2.py3-none-any.whl,2.7
Wikidata,0.8.0,Wikidata-0.8.0-py3-none-any.whl,3.7
kgb,5.0,kgb-5.0-py3.6.egg,3.6
progressbar2,3.51.4,progressbar2-3.51.4-py2.py3-none-any.whl,2.7
pantsbuild.pants.contrib.mypy,1.29.0rc3,pantsbuild.pants.contrib.mypy-1.29.0rc3-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.testutil,2.0.0rc1,pantsbuild.pants.testutil-2.0.0rc1-py36.py37.py38-none-any.whl,py36.py37.py38
virtualenv-multiver,2.0,virtualenv_multiver-2.0-py3.7.egg,3.7
Djblets,1.0.13,Djblets-1.0.13-py2-none-any.whl,py2
appdynamics-bindeps-linux-x64,20.11.0,appdynamics_bindeps_linux_x64-20.11.0-cp34-none-any.whl,cp34
ddalg,0.0.2rc2,ddalg-0.0.2rc2-py3.6.egg,3.6
kgb,6.0,kgb-6.0-py3.7.egg,3.7
tdqm,0.0.1,tdqm-0.0.1-py2-none-any.whl,py2
pantsbuild.pants.testutil,2.0.0.dev0,pantsbuild.pants.testutil-2.0.0.dev0-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.contrib.go,1.30.2rc1,pantsbuild.pants.contrib.go-1.30.2rc1-py36.py37.py38-none-any.whl,py36.py37.py38
bxa,3.4.2,bxa-3.4.2-py3.6.egg,3.6
RBTools,1.0.3,RBTools-1.0.3-py3.6.egg,3.6
pantsbuild.pants.contrib.go,1.29.0rc4,pantsbuild.pants.contrib.go-1.29.0rc4-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.contrib.mypy,1.29.0.dev1,pantsbuild.pants.contrib.mypy-1.29.0.dev1-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.testutil,2.1.0rc1,pantsbuild.pants.testutil-2.1.0rc1-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.contrib.node,1.30.1rc1,pantsbuild.pants.contrib.node-1.30.1rc1-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.contrib.python.checks,1.29.0rc4,pantsbuild.pants.contrib.python.checks-1.29.0rc4-py36.py37.py38-none-any.whl,py36.py37.py38
virtualenv-multiver,2.0,virtualenv_multiver-2.0-py2.7.egg,2.7
ddplt,0.0.2,ddplt-0.0.2-py3.6.egg,3.6
libusb1,1.8.1,libusb1-1.8.1-py2-none-win32.whl,py2
pantsbuild.pants.testutil,2.1.0rc2,pantsbuild.pants.testutil-2.1.0rc2-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.contrib.scrooge,1.29.0rc1,pantsbuild.pants.contrib.scrooge-1.29.0rc1-py36.py37.py38-none-any.whl,py36.py37.py38
userspacefs,2.0.3,userspacefs-2.0.3-py2-none-any.whl,py2
pantsbuild.pants.contrib.mypy,1.30.0rc1,pantsbuild.pants.contrib.mypy-1.30.0rc1-py36.py37.py38-none-any.whl,py36.py37.py38
virtualenv-multiver,1.0,virtualenv_multiver-1.0-py3.6.egg,3.6
pantsbuild.pants.testutil,1.30.0rc1,pantsbuild.pants.testutil-1.30.0rc1-py36.py37.py38-none-any.whl,py36.py37.py38
you-get,0.4.1475,you_get-0.4.1475-py3-none-any.whl,3.7
pantsbuild.pants.testutil,2.0.0a3,pantsbuild.pants.testutil-2.0.0a3-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.testutil,1.29.0rc0,pantsbuild.pants.testutil-1.29.0rc0-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.testutil,2.1.0,pantsbuild.pants.testutil-2.1.0-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.contrib.confluence,1.30.0rc1,pantsbuild.pants.contrib.confluence-1.30.0rc1-py36.py37.py38-none-any.whl,py36.py37.py38
psycopg2-binary,2.8.6,psycopg2_binary-2.8.6-cp34-cp34m-win_amd64.whl,cp34
progressbar2,3.53.1,progressbar2-3.53.1-py2.py3-none-any.whl,2.7
pantsbuild.pants.testutil,2.2.0rc2,pantsbuild.pants.testutil-2.2.0rc2-py37.py38-none-any.whl,py37.py38
progressbar2,3.52.0,progressbar2-3.52.0-py2.py3-none-any.whl,2.7
dbxfs,1.0.44,dbxfs-1.0.44-py2-none-any.whl,py2
matplotlib,3.3.3,matplotlib-3.3.3-pp37-pypy37_pp73-macosx_10_9_x86_64.whl,pp37
pantsbuild.pants.testutil,2.0.0a0,pantsbuild.pants.testutil-2.0.0a0-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.contrib.scrooge,1.30.0,pantsbuild.pants.contrib.scrooge-1.30.0-py36.py37.py38-none-any.whl,py36.py37.py38
beanbag-docutils,1.7.1,beanbag_docutils-1.7.1-py2.7.egg,2.7
hearthstone_data,44582.1,hearthstone_data-44582.1-py2.py3-none-any.whl,2.7
pantsbuild.pants.contrib.go,1.30.1rc0,pantsbuild.pants.contrib.go-1.30.1rc0-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.testutil,2.0.0b1,pantsbuild.pants.testutil-2.0.0b1-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.contrib.scrooge,1.30.2rc0,pantsbuild.pants.contrib.scrooge-1.30.2rc0-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.contrib.node,1.29.0.dev1,pantsbuild.pants.contrib.node-1.29.0.dev1-py36.py37.py38-none-any.whl,py36.py37.py38
micro-components,0.0.3,micro_components-0.0.3-py3.7.egg,3.7
django-evolution,2.1,django_evolution-2.1-py3.7.egg,3.7
relatorio,0.9.2,relatorio-0.9.2-py2-none-any.whl,py2
pantsbuild.pants.contrib.awslambda-python,1.29.0.dev1,pantsbuild.pants.contrib.awslambda_python-1.29.0.dev1-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.contrib.scrooge,1.30.0rc1,pantsbuild.pants.contrib.scrooge-1.30.0rc1-py36.py37.py38-none-any.whl,py36.py37.py38
dbxfs,1.0.49,dbxfs-1.0.49-py2-none-any.whl,py2
python-sql,1.2.1,python_sql-1.2.1-py2-none-any.whl,py2
pyibex,1.9.2,pyibex-1.9.2-cp34-cp34m-win_amd64.whl,cp34
libusb1,1.9.1,libusb1-1.9.1-py2-none-any.whl,py2
libusb1,1.9,libusb1-1.9-py2-none-win32.whl,py2
pantsbuild.pants.contrib.node,1.30.1rc0,pantsbuild.pants.contrib.node-1.30.1rc0-py36.py37.py38-none-any.whl,py36.py37.py38
RBTools,1.0.3,RBTools-1.0.3-py2.7.egg,2.7
pantsbuild.pants.contrib.confluence,1.29.0,pantsbuild.pants.contrib.confluence-1.29.0-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.testutil,2.0.0b2,pantsbuild.pants.testutil-2.0.0b2-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.testutil,1.30.0rc0,pantsbuild.pants.testutil-1.30.0rc0-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.testutil,2.2.0.dev0,pantsbuild.pants.testutil-2.2.0.dev0-py37.py38-none-any.whl,py37.py38
pantsbuild.pants.contrib.go,1.29.0rc0,pantsbuild.pants.contrib.go-1.29.0rc0-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.contrib.node,1.30.2rc3,pantsbuild.pants.contrib.node-1.30.2rc3-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.contrib.scrooge,1.29.0rc3,pantsbuild.pants.contrib.scrooge-1.29.0rc3-py36.py37.py38-none-any.whl,py36.py37.py38
BenchExec,2.6,BenchExec-2.6-py2.7.egg,2.7
pantsbuild.pants.contrib.mypy,1.29.0rc0,pantsbuild.pants.contrib.mypy-1.29.0rc0-py36.py37.py38-none-any.whl,py36.py37.py38
RBTools,1.0.3,RBTools-1.0.3-py3.7.egg,3.7
pantsbuild.pants.testutil,2.0.0.dev6,pantsbuild.pants.testutil-2.0.0.dev6-py36.py37.py38-none-any.whl,py36.py37.py38
Djblets,2.0,Djblets-2.0-py2.7.egg,2.7
pyibex,1.8.1,pyibex-1.8.1-cp34-cp34m-win_amd64.whl,cp34
pantsbuild.pants.testutil,1.30.2rc2,pantsbuild.pants.testutil-1.30.2rc2-py36.py37.py38-none-any.whl,py36.py37.py38
ReviewBoard,3.0.18,ReviewBoard-3.0.18-py2.7.egg,2.7
trailscraper,0.6.0,trailscraper-0.6.0-py2.py3-none-any.whl,3.7
pantsbuild.pants.testutil,2.0.0.dev7,pantsbuild.pants.testutil-2.0.0.dev7-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.contrib.mypy,1.30.1,pantsbuild.pants.contrib.mypy-1.30.1-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.contrib.scrooge,1.29.0rc2,pantsbuild.pants.contrib.scrooge-1.29.0rc2-py36.py37.py38-none-any.whl,py36.py37.py38
matplotlib,3.3.3,matplotlib-3.3.3-pp37-pypy37_pp73-manylinux2010_x86_64.whl,pp37
pantsbuild.pants.contrib.scrooge,1.29.0,pantsbuild.pants.contrib.scrooge-1.29.0-py36.py37.py38-none-any.whl,py36.py37.py38
kgb,6.0,kgb-6.0-py3.4.egg,3.4
pantsbuild.pants.contrib.scrooge,1.29.0,pantsbuild.pants.contrib.scrooge-1.29.0-py36.py37.py38-none-any.whl,py36.py37.py38
minio,6.0.2,minio-6.0.2-py3.6.egg,3.6
tdqm,0.0.0,tdqm-0.0.0-py2-none-any.whl,py2
ddalg,0.0.2.post2,ddalg-0.0.2.post2-py3.6.egg,3.6
hearthstone_data,48313.1,hearthstone_data-48313.1-py2.py3-none-any.whl,2.7
pyibex,1.9.1,pyibex-1.9.1-cp34-cp34m-manylinux2010_x86_64.whl,cp34
pantsbuild.pants.contrib.mypy,1.30.0,pantsbuild.pants.contrib.mypy-1.30.0-py36.py37.py38-none-any.whl,py36.py37.py38
nway,4.4,nway-4.4-py3.6.egg,3.6
pantsbuild.pants.contrib.awslambda-python,1.29.0rc4,pantsbuild.pants.contrib.awslambda_python-1.29.0rc4-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.testutil,2.0.0a2,pantsbuild.pants.testutil-2.0.0a2-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.testutil,2.3.0.dev0,pantsbuild.pants.testutil-2.3.0.dev0-py37.py38-none-any.whl,py37.py38
pantsbuild.pants.contrib.go,1.30.0rc2,pantsbuild.pants.contrib.go-1.30.0rc2-py36.py37.py38-none-any.whl,py36.py37.py38
minio,5.0.9,minio-5.0.9-py3.6.egg,3.6
pantsbuild.pants.contrib.mypy,1.29.0rc2,pantsbuild.pants.contrib.mypy-1.29.0rc2-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.testutil,2.0.0rc0,pantsbuild.pants.testutil-2.0.0rc0-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.testutil,2.1.1rc1,pantsbuild.pants.testutil-2.1.1rc1-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.contrib.scrooge,1.30.0rc2,pantsbuild.pants.contrib.scrooge-1.30.0rc2-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.contrib.confluence,1.29.0rc4,pantsbuild.pants.contrib.confluence-1.29.0rc4-py36.py37.py38-none-any.whl,py36.py37.py38
pyibex,1.8.0rc1,pyibex-1.8.0rc1-cp34-cp34m-manylinux2010_x86_64.whl,cp34
bxa,3.4.1,bxa-3.4.1-py3.6.egg,3.6
owmeta,0.12.3,owmeta-0.12.3-py2-none-any.whl,py2
pantsbuild.pants.contrib.codeanalysis,1.29.0.dev1,pantsbuild.pants.contrib.codeanalysis-1.29.0.dev1-py36.py37.py38-none-any.whl,py36.py37.py38
psycopg2,2.8.5,psycopg2-2.8.5-cp34-cp34m-win32.whl,cp34
vm-automation,0.1.8,vm_automation-0.1.8-py2.7.egg,2.7
pantsbuild.pants.testutil,2.0.0rc3,pantsbuild.pants.testutil-2.0.0rc3-py36.py37.py38-none-any.whl,py36.py37.py38
pyibex,1.8.1,pyibex-1.8.1-cp34-cp34m-manylinux2010_x86_64.whl,cp34
pantsbuild.pants.contrib.node,1.29.0rc1,pantsbuild.pants.contrib.node-1.29.0rc1-py36.py37.py38-none-any.whl,py36.py37.py38
dbxfs,1.0.45,dbxfs-1.0.45-py2-none-any.whl,py2
virtualenv-multiver,1.0,virtualenv_multiver-1.0-py2.7.egg,2.7
pantsbuild.pants.contrib.confluence,1.30.1,pantsbuild.pants.contrib.confluence-1.30.1-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.testutil,1.29.0rc3,pantsbuild.pants.testutil-1.29.0rc3-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.testutil,2.1.1rc2,pantsbuild.pants.testutil-2.1.1rc2-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.contrib.node,1.30.0.dev1,pantsbuild.pants.contrib.node-1.30.0.dev1-py36.py37.py38-none-any.whl,py36.py37.py38
BenchExec,2.6,BenchExec-2.6-py3.6.egg,3.6
you-get,0.4.1456,you_get-0.4.1456-py3-none-any.whl,3.7
RBTools,2.0,RBTools-2.0-py3.7.egg,3.7
pymultinest,2.10,pymultinest-2.10-py2.7.egg,2.7
pantsbuild.pants.contrib.node,1.30.0.dev0,pantsbuild.pants.contrib.node-1.30.0.dev0-py36.py37.py38-none-any.whl,py36.py37.py38
trailscraper,0.6.0,trailscraper-0.6.0-py2.py3-none-any.whl,3.7
ReviewBoardPowerPack,3.0.3,ReviewBoardPowerPack-3.0.3-py2.7.egg,2.7
kgb,5.0,kgb-5.0-py3.5.egg,3.5
pantsbuild.pants.contrib.scrooge,1.30.1,pantsbuild.pants.contrib.scrooge-1.30.1-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.contrib.node,1.29.0rc3,pantsbuild.pants.contrib.node-1.29.0rc3-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.contrib.go,1.30.2rc2,pantsbuild.pants.contrib.go-1.30.2rc2-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.testutil,1.29.0,pantsbuild.pants.testutil-1.29.0-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.contrib.scrooge,1.30.1rc2,pantsbuild.pants.contrib.scrooge-1.30.1rc2-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.contrib.python.checks,1.29.0rc1,pantsbuild.pants.contrib.python.checks-1.29.0rc1-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.contrib.awslambda-python,1.29.0rc2,pantsbuild.pants.contrib.awslambda_python-1.29.0rc2-py36.py37.py38-none-any.whl,py36.py37.py38
ReviewBoard,3.0.19,ReviewBoard-3.0.19-py2.7.egg,2.7
pantsbuild.pants.testutil,2.0.0.dev3,pantsbuild.pants.testutil-2.0.0.dev3-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.contrib.scrooge,1.30.2rc1,pantsbuild.pants.contrib.scrooge-1.30.2rc1-py36.py37.py38-none-any.whl,py36.py37.py38
kgb,5.0,kgb-5.0-py2.7.egg,2.7
nway,4.4.1,nway-4.4.1-py3.6.egg,3.6
ddgen,0.0.9,ddgen-0.0.9-py3.6.egg,3.6
Djblets,1.0.13,Djblets-1.0.13-py2.7.egg,2.7
pantsbuild.pants.contrib.awslambda-python,1.29.0rc3,pantsbuild.pants.contrib.awslambda_python-1.29.0rc3-py36.py37.py38-none-any.whl,py36.py37.py38
pantsbuild.pants.testutil,1.29.0rc2,pantsbuild.pants.testutil-1.29.0rc2-py36.py37.py38-none-any.whl,py36.py37.py38
RBTools,1.0.3,RBTools-1.0.3-py3.5.egg,3.5
